Date,Model,Region,Country,Dealer,Units_Sold,Price_USD,Revenue,Customer_Type,Segment,Fuel_Type,Color
2024-02-12,CLS 63,Asia,UAE,Hamburg Auto,5,87766,438830,New,Sedan,Petrol,Black
2024-02-20,AMG G 63,Asia,Singapore,Singapore Auto,2,223892,447784,New,SUV,Petrol,White
2023-10-02,SLS AMG,Europe,Germany,Rome Motors,5,236427,1182135,Returning,Supercar,Petrol,Red
2023-12-16,AMG G 63,USA,USA,Hamburg Auto,3,213052,639156,Returning,SUV,Petrol,Black
2024-02-25,CLS 63,Asia,India,NY Motors,5,89927,449635,Returning,Sedan,Petrol,Silver
2023-02-06,AMG G 63,USA,USA,Delhi Motors,5,226552,1132760,Returning,SUV,Petrol,Black
2023-06-15,AMG G 63,Europe,UK,Dubai Luxury,4,211776,847104,Returning,SUV,Petrol,Red
2024-04-19,AMG G 63,Asia,Singapore,NY Motors,4,219839,879356,New,SUV,Petrol,Black
2023-01-09,CLS 63,USA,USA,Delhi Motors,4,98327,393308,Returning,Sedan,Petrol,Blue
2023-05-03,CLS 63,Asia,Japan,Berlin Auto,1,101459,101459,New,Sedan,Hybrid,Black
2023-12-05,SLS AMG,Asia,Japan,Dubai Luxury,2,285865,571730,New,Supercar,Petrol,Silver
2023-12-04,SLS AMG,Asia,Singapore,Delhi Motors,2,277712,555424,New,Supercar,Petrol,Black
2024-10-08,SLS AMG,USA,USA,Tokyo Motors,1,277711,277711,Returning,Supercar,Petrol,Red
2024-06-24,AMG G 63,Asia,India,NY Motors,1,196958,196958,Returning,SUV,Petrol,Black
2023-02-02,CLS 63,Europe,UK,London Cars,4,88265,353060,Returning,Sedan,Hybrid,Silver
2024-09-03,CLS 63,Asia,Japan,Mumbai Wheels,3,101419,304257,New,Sedan,Petrol,White
2023-08-25,CLS 63,USA,USA,NY Motors,2,94050,188100,Returning,Sedan,Petrol,Blue
2023-11-13,SLS AMG,Asia,Singapore,Berlin Auto,4,259143,1036572,Returning,Supercar,Petrol,White
2023-05-03,SLS AMG,USA,USA,Chicago Auto,3,276012,828036,Returning,Supercar,Petrol,Blue
2023-04-05,CLS 63,Asia,Singapore,Houston Wheels,5,91181,455905,Returning,Sedan,Petrol,Black
2023-07-27,CLS 63,Europe,UK,Tokyo Motors,5,100125,500625,New,Sedan,Petrol,Silver
2023-07-29,AMG G 63,Europe,UK,Delhi Motors,5,201246,1006230,New,SUV,Petrol,Silver
2024-08-01,AMG GT 63,USA,USA,London Cars,3,165371,496113,New,Sedan,Petrol,Silver
2024-05-11,AMG G 63,Europe,Italy,Delhi Motors,5,192039,960195,New,SUV,Petrol,Silver
2023-10-19,AMG GT 63,USA,USA,Delhi Motors,1,178629,178629,New,Sedan,Petrol,Red
2024-04-25,AMG G 63,Asia,India,Tokyo Motors,5,190408,952040,New,SUV,Petrol,Red
2024-05-01,AMG G 63,USA,USA,Berlin Auto,4,209139,836556,New,SUV,Petrol,Blue
2023-03-18,SLS AMG,USA,USA,LA Motors,2,237763,475526,New,Supercar,Petrol,White
2023-12-31,CLS 63,Asia,Singapore,Mumbai Wheels,4,103185,412740,Returning,Sedan,Petrol,Blue
2024-03-25,AMG G 63,Europe,Italy,Hamburg Auto,3,218716,656148,New,SUV,Petrol,Red
2024-03-31,CLS 63,Europe,UK,Berlin Auto,5,102877,514385,New,Sedan,Petrol,Red
2024-04-29,AMG G 63,Europe,France,London Cars,3,208462,625386,New,SUV,Petrol,Red
2024-05-06,CLS 63,Europe,UK,Delhi Motors,4,88507,354028,New,Sedan,Petrol,Red
2024-02-21,SLS AMG,Asia,UAE,Berlin Auto,1,279849,279849,Returning,Supercar,Petrol,Blue
2024-09-22,AMG GT 63,Asia,India,Hamburg Auto,1,181002,181002,Returning,Sedan,Petrol,Black
2023-10-30,AMG GT 63,Europe,UK,Chicago Auto,1,172747,172747,New,Sedan,Petrol,White
2024-04-11,CLS 63,USA,USA,Houston Wheels,3,93809,281427,Returning,Sedan,Petrol,Red
2023-10-08,AMG G 63,USA,USA,London Cars,3,224802,674406,New,SUV,Petrol,Black
2024-01-16,AMG G 63,Asia,Japan,Rome Motors,3,228225,684675,New,SUV,Petrol,Black
2023-12-30,AMG GT 63,Europe,Germany,London Cars,5,197508,987540,New,Sedan,Petrol,Blue
2024-11-01,AMG G 63,Europe,UK,LA Motors,3,189878,569634,New,SUV,Petrol,Silver
2024-02-06,CLS 63,Asia,Japan,Tokyo Motors,3,90316,270948,New,Sedan,Petrol,Silver
2023-04-17,AMG GT 63,Europe,Germany,Mumbai Wheels,2,182042,364084,New,Sedan,Hybrid,Silver
2023-09-24,CLS 63,Asia,Japan,Paris Auto,4,93355,373420,Returning,Sedan,Petrol,Blue
2024-12-03,AMG GT 63,Asia,Singapore,Tokyo Motors,1,178959,178959,New,Sedan,Petrol,White
2024-06-08,AMG GT 63,USA,USA,Mumbai Wheels,5,184123,920615,New,Sedan,Hybrid,White
2024-01-26,CLS 63,Asia,UAE,Rome Motors,1,90251,90251,Returning,Sedan,Petrol,Silver
2024-11-07,SLS AMG,Europe,Italy,Hamburg Auto,5,268395,1341975,New,Supercar,Petrol,White
2024-08-14,SLS AMG,Asia,Japan,LA Motors,1,250451,250451,Returning,Supercar,Petrol,White
2023-05-26,AMG G 63,USA,USA,Paris Auto,2,224246,448492,New,SUV,Petrol,Silver
2024-12-06,AMG GT 63,Europe,Germany,Mumbai Wheels,4,170073,680292,New,Sedan,Petrol,White
2024-01-30,SLS AMG,Asia,Japan,LA Motors,3,239442,718326,Returning,Supercar,Petrol,Silver
2023-05-26,AMG GT 63,Asia,Japan,Houston Wheels,1,180128,180128,New,Sedan,Petrol,Blue
2024-05-16,AMG GT 63,USA,USA,Chicago Auto,1,176367,176367,New,Sedan,Hybrid,White
2024-08-31,AMG GT 63,USA,USA,Hamburg Auto,5,179231,896155,New,Sedan,Hybrid,Black
2024-05-17,AMG GT 63,USA,USA,NY Motors,3,181349,544047,New,Sedan,Petrol,Black
2023-04-06,CLS 63,Asia,UAE,Hamburg Auto,5,87661,438305,Returning,Sedan,Petrol,Red
2023-12-17,AMG G 63,Europe,Italy,Hamburg Auto,3,202192,606576,New,SUV,Hybrid,Silver
2024-09-14,AMG G 63,Asia,Japan,Houston Wheels,4,221308,885232,New,SUV,Hybrid,Black
2024-03-14,AMG GT 63,USA,USA,Chicago Auto,5,197936,989680,New,Sedan,Petrol,White
2024-11-24,CLS 63,Asia,India,Delhi Motors,1,102683,102683,New,Sedan,Petrol,White
2023-11-07,AMG GT 63,Asia,UAE,Singapore Auto,3,164277,492831,New,Sedan,Petrol,Silver
2023-09-12,AMG G 63,Europe,France,LA Motors,3,190620,571860,New,SUV,Petrol,Red
2024-02-27,AMG G 63,Asia,Japan,Tokyo Motors,5,217909,1089545,New,SUV,Petrol,White
2023-10-20,AMG GT 63,Europe,France,Tokyo Motors,3,194610,583830,New,Sedan,Hybrid,Black
2024-05-15,CLS 63,Europe,Germany,Berlin Auto,5,89509,447545,New,Sedan,Petrol,Red
2023-11-16,SLS AMG,Asia,Singapore,Chicago Auto,3,249479,748437,Returning,Supercar,Petrol,Black
2024-04-14,CLS 63,USA,USA,Mumbai Wheels,2,87719,175438,Returning,Sedan,Petrol,Silver
2023-07-15,AMG GT 63,Asia,UAE,Singapore Auto,1,187929,187929,Returning,Sedan,Petrol,Black
2023-06-03,AMG G 63,Asia,Singapore,London Cars,4,220774,883096,New,SUV,Petrol,Silver
2024-10-03,CLS 63,Europe,Italy,Delhi Motors,5,93077,465385,Returning,Sedan,Petrol,White
2024-06-26,SLS AMG,Europe,Italy,Tokyo Motors,2,259889,519778,New,Supercar,Petrol,White
2023-01-29,CLS 63,USA,USA,Houston Wheels,2,101198,202396,New,Sedan,Petrol,Silver
2024-04-10,AMG GT 63,Europe,Germany,Chicago Auto,1,190597,190597,Returning,Sedan,Petrol,White
2023-01-12,AMG GT 63,Asia,India,Rome Motors,2,193962,387924,New,Sedan,Petrol,Blue
2024-08-29,AMG GT 63,Asia,Japan,LA Motors,3,177805,533415,New,Sedan,Petrol,Red
2023-11-15,CLS 63,Asia,Singapore,Berlin Auto,4,97712,390848,Returning,Sedan,Petrol,Red
2023-06-29,AMG G 63,Europe,France,NY Motors,5,229557,1147785,New,SUV,Petrol,Black
2024-06-11,CLS 63,Europe,France,Mumbai Wheels,3,93382,280146,Returning,Sedan,Petrol,Black
2024-11-28,SLS AMG,USA,USA,Rome Motors,2,259274,518548,New,Supercar,Petrol,Red
2023-09-22,SLS AMG,Asia,Japan,Singapore Auto,3,283431,850293,New,Supercar,Hybrid,Red
2023-03-18,AMG G 63,Europe,Germany,Berlin Auto,2,211356,422712,New,SUV,Hybrid,White
2024-09-28,AMG G 63,Europe,France,Delhi Motors,4,223281,893124,Returning,SUV,Petrol,Black
2024-08-06,AMG GT 63,USA,USA,Rome Motors,3,177404,532212,Returning,Sedan,Petrol,Blue
2024-06-09,SLS AMG,Europe,France,Rome Motors,1,259101,259101,Returning,Supercar,Petrol,Black
2024-02-07,AMG G 63,Europe,Germany,Mumbai Wheels,5,217524,1087620,New,SUV,Petrol,Black
2024-02-18,CLS 63,USA,USA,Rome Motors,1,101979,101979,New,Sedan,Petrol,Red
2023-09-15,SLS AMG,Asia,UAE,Tokyo Motors,4,269435,1077740,New,Supercar,Petrol,Blue
2023-09-22,CLS 63,Europe,France,Rome Motors,2,93394,186788,New,Sedan,Petrol,Black
2024-01-13,SLS AMG,USA,USA,NY Motors,3,250688,752064,New,Supercar,Petrol,White
2023-05-12,AMG G 63,USA,USA,London Cars,3,196612,589836,Returning,SUV,Hybrid,Silver
2024-01-01,AMG G 63,USA,USA,Tokyo Motors,3,194319,582957,New,SUV,Petrol,Black
2023-06-24,SLS AMG,USA,USA,Berlin Auto,3,239624,718872,New,Supercar,Petrol,Red
2024-06-23,SLS AMG,Europe,Italy,Dubai Luxury,4,281305,1125220,New,Supercar,Petrol,Silver
2024-05-05,CLS 63,Asia,Singapore,Hamburg Auto,1,85534,85534,New,Sedan,Hybrid,Red
2024-02-21,AMG G 63,USA,USA,Delhi Motors,5,203062,1015310,Returning,SUV,Petrol,Red
2023-09-30,SLS AMG,Asia,UAE,Houston Wheels,2,253645,507290,Returning,Supercar,Petrol,Blue
2024-02-20,AMG G 63,USA,USA,Berlin Auto,3,206111,618333,Returning,SUV,Petrol,White
2023-12-12,SLS AMG,Asia,Japan,Delhi Motors,1,249881,249881,Returning,Supercar,Petrol,Blue
2024-02-17,AMG G 63,Asia,Japan,Singapore Auto,2,212638,425276,Returning,SUV,Hybrid,Blue
2023-10-25,CLS 63,Europe,Germany,Berlin Auto,2,87354,174708,New,Sedan,Petrol,White
2024-06-20,SLS AMG,USA,USA,NY Motors,3,261307,783921,New,Supercar,Petrol,Black
2024-08-27,AMG G 63,Europe,Italy,Tokyo Motors,3,227187,681561,Returning,SUV,Petrol,White
2023-08-15,CLS 63,Europe,UK,London Cars,2,93323,186646,Returning,Sedan,Petrol,Silver
2023-10-20,CLS 63,Asia,Singapore,Dubai Luxury,4,100526,402104,Returning,Sedan,Hybrid,White
2023-09-01,AMG G 63,Asia,Japan,Rome Motors,1,230203,230203,New,SUV,Petrol,Blue
2024-07-21,SLS AMG,USA,USA,NY Motors,2,280878,561756,New,Supercar,Petrol,White
2023-06-16,AMG G 63,Asia,Japan,Paris Auto,4,203383,813532,Returning,SUV,Petrol,Blue
2024-12-14,CLS 63,Asia,Japan,Rome Motors,3,86139,258417,New,Sedan,Petrol,Black
2023-09-22,AMG GT 63,USA,USA,Hamburg Auto,2,190686,381372,New,Sedan,Petrol,White
2024-06-08,AMG G 63,USA,USA,Tokyo Motors,2,207352,414704,Returning,SUV,Petrol,Blue
2023-02-06,CLS 63,Europe,France,Chicago Auto,2,89447,178894,New,Sedan,Petrol,Black
2023-07-09,AMG G 63,Europe,France,Tokyo Motors,4,213620,854480,Returning,SUV,Petrol,Silver
2024-12-20,AMG GT 63,USA,USA,Dubai Luxury,2,197493,394986,Returning,Sedan,Petrol,White
2023-11-19,SLS AMG,USA,USA,Dubai Luxury,1,272830,272830,Returning,Supercar,Petrol,Red
2024-05-01,CLS 63,Europe,Italy,London Cars,1,93883,93883,Returning,Sedan,Petrol,Blue
2023-12-02,AMG G 63,Asia,Japan,London Cars,5,222729,1113645,New,SUV,Petrol,Blue
2024-05-25,AMG G 63,USA,USA,Delhi Motors,2,214534,429068,Returning,SUV,Petrol,Red
2024-11-15,AMG GT 63,USA,USA,Rome Motors,5,193673,968365,Returning,Sedan,Petrol,Red
2024-08-06,AMG GT 63,Europe,Italy,Tokyo Motors,3,192028,576084,Returning,Sedan,Petrol,Red
2023-05-08,SLS AMG,USA,USA,NY Motors,1,261604,261604,Returning,Supercar,Petrol,Black
2024-12-04,AMG G 63,Asia,Japan,Singapore Auto,5,210719,1053595,Returning,SUV,Petrol,Black
2023-12-14,CLS 63,Europe,France,Berlin Auto,3,88470,265410,Returning,Sedan,Petrol,Black
2024-12-19,SLS AMG,USA,USA,Mumbai Wheels,2,242879,485758,New,Supercar,Petrol,Silver
2024-06-13,CLS 63,Asia,Japan,Dubai Luxury,4,101263,405052,New,Sedan,Petrol,Red
2024-08-26,AMG G 63,Asia,India,LA Motors,3,229162,687486,New,SUV,Petrol,Silver
2024-08-17,AMG G 63,USA,USA,Paris Auto,3,213261,639783,Returning,SUV,Petrol,Blue
2024-03-12,SLS AMG,Europe,France,Chicago Auto,5,261995,1309975,New,Supercar,Petrol,Blue
2024-07-18,SLS AMG,USA,USA,LA Motors,3,257321,771963,New,Supercar,Hybrid,Silver
2024-12-27,AMG GT 63,Europe,Italy,LA Motors,3,189385,568155,New,Sedan,Petrol,Red
2024-10-15,AMG G 63,Europe,France,Berlin Auto,3,221899,665697,Returning,SUV,Petrol,Blue
2024-08-11,AMG G 63,Asia,India,Berlin Auto,3,190942,572826,New,SUV,Hybrid,Red
2024-12-18,CLS 63,USA,USA,Singapore Auto,3,98215,294645,New,Sedan,Petrol,Blue
2024-07-10,CLS 63,Asia,UAE,Chicago Auto,4,98593,394372,Returning,Sedan,Hybrid,Black
2024-08-14,SLS AMG,USA,USA,London Cars,1,270130,270130,New,Supercar,Hybrid,Black
2024-02-23,AMG G 63,Asia,Japan,London Cars,5,229411,1147055,New,SUV,Petrol,Silver
2023-09-02,SLS AMG,Asia,Singapore,NY Motors,3,234793,704379,New,Supercar,Petrol,Red
2024-02-08,CLS 63,USA,USA,Chicago Auto,2,95428,190856,Returning,Sedan,Petrol,Blue
2024-04-14,CLS 63,Asia,Japan,Paris Auto,4,99191,396764,Returning,Sedan,Petrol,Blue
2024-05-03,SLS AMG,Europe,Italy,Singapore Auto,4,275560,1102240,New,Supercar,Petrol,Blue
2024-01-17,AMG GT 63,Asia,Japan,Mumbai Wheels,4,177355,709420,New,Sedan,Petrol,Black
2023-09-16,AMG G 63,USA,USA,Berlin Auto,2,216935,433870,New,SUV,Petrol,Blue
2024-01-08,AMG G 63,Europe,Italy,Chicago Auto,1,196792,196792,Returning,SUV,Petrol,White
2023-02-08,CLS 63,Asia,India,Tokyo Motors,2,90506,181012,New,Sedan,Petrol,Silver
2024-07-27,AMG GT 63,Asia,India,Berlin Auto,2,179552,359104,Returning,Sedan,Petrol,Red
2024-06-16,AMG GT 63,Asia,Japan,Paris Auto,5,176040,880200,New,Sedan,Petrol,Black
2024-07-07,AMG GT 63,Asia,UAE,Singapore Auto,5,178947,894735,Returning,Sedan,Petrol,Red
2024-12-09,SLS AMG,Europe,Italy,NY Motors,4,260708,1042832,Returning,Supercar,Petrol,Red
2023-08-09,AMG G 63,USA,USA,Chicago Auto,5,204013,1020065,New,SUV,Petrol,White
2024-04-08,AMG GT 63,Europe,France,Singapore Auto,3,171251,513753,New,Sedan,Petrol,Black
2023-06-30,CLS 63,USA,USA,NY Motors,5,102961,514805,New,Sedan,Petrol,Black
2023-12-02,CLS 63,Europe,UK,Singapore Auto,2,90833,181666,Returning,Sedan,Petrol,Silver
2024-09-11,CLS 63,Asia,Japan,LA Motors,2,88514,177028,New,Sedan,Hybrid,Black
2023-03-04,AMG GT 63,USA,USA,Mumbai Wheels,1,190711,190711,New,Sedan,Petrol,Silver
2024-02-16,AMG GT 63,Europe,Italy,London Cars,5,188651,943255,New,Sedan,Hybrid,Black
2024-06-04,CLS 63,Europe,Germany,Dubai Luxury,2,94944,189888,Returning,Sedan,Hybrid,White
2023-11-24,AMG G 63,Asia,Japan,Berlin Auto,3,199494,598482,New,SUV,Petrol,Black
2023-02-16,AMG GT 63,Asia,India,Delhi Motors,2,165819,331638,Returning,Sedan,Petrol,Red
2024-02-14,AMG GT 63,Asia,Singapore,Houston Wheels,5,165680,828400,Returning,Sedan,Petrol,Black
2024-10-19,AMG G 63,Europe,Italy,Chicago Auto,1,225218,225218,New,SUV,Petrol,White
2023-10-05,CLS 63,Asia,UAE,Chicago Auto,3,100870,302610,New,Sedan,Hybrid,Silver
2024-10-16,AMG GT 63,USA,USA,Rome Motors,3,175631,526893,Returning,Sedan,Petrol,Blue
2024-04-01,CLS 63,Asia,UAE,London Cars,5,103116,515580,New,Sedan,Petrol,Red
2023-05-29,AMG GT 63,USA,USA,Rome Motors,4,179983,719932,Returning,Sedan,Petrol,Blue
2023-05-12,AMG G 63,USA,USA,Rome Motors,2,225977,451954,New,SUV,Hybrid,Silver
2023-07-06,CLS 63,USA,USA,London Cars,2,85748,171496,New,Sedan,Petrol,White
2023-02-15,AMG GT 63,Europe,UK,Singapore Auto,2,163233,326466,New,Sedan,Petrol,White
2024-06-14,AMG G 63,Asia,Japan,Dubai Luxury,5,226984,1134920,New,SUV,Petrol,Silver
2024-02-05,SLS AMG,Europe,Italy,Dubai Luxury,4,267723,1070892,New,Supercar,Petrol,White
2023-12-19,AMG G 63,Europe,Italy,Delhi Motors,4,189499,757996,Returning,SUV,Petrol,Black
2023-03-31,AMG GT 63,USA,USA,LA Motors,4,176964,707856,New,Sedan,Hybrid,White
2024-08-20,AMG G 63,Europe,Germany,Delhi Motors,4,210185,840740,New,SUV,Hybrid,Silver
2024-02-28,CLS 63,Europe,Italy,LA Motors,2,98118,196236,New,Sedan,Petrol,Silver
2024-06-28,AMG G 63,Asia,Japan,Tokyo Motors,1,223593,223593,Returning,SUV,Petrol,Red
2023-10-13,AMG G 63,USA,USA,Paris Auto,1,198019,198019,Returning,SUV,Petrol,Silver
2023-01-13,AMG GT 63,Europe,Italy,London Cars,4,175890,703560,New,Sedan,Petrol,White
2023-02-12,AMG G 63,Asia,India,LA Motors,3,206587,619761,Returning,SUV,Petrol,Blue
2023-04-25,AMG G 63,Asia,Japan,Singapore Auto,3,209190,627570,New,SUV,Petrol,White
2023-06-21,CLS 63,Europe,Germany,Houston Wheels,4,103698,414792,Returning,Sedan,Petrol,Black
2023-10-31,AMG GT 63,USA,USA,Houston Wheels,5,191016,955080,New,Sedan,Hybrid,White
2023-08-23,SLS AMG,Asia,India,Tokyo Motors,5,247573,1237865,New,Supercar,Petrol,Blue
2024-04-23,AMG GT 63,USA,USA,Berlin Auto,4,181269,725076,Returning,Sedan,Petrol,White
2023-09-18,CLS 63,Europe,Italy,Houston Wheels,4,92173,368692,Returning,Sedan,Hybrid,White
2024-07-18,CLS 63,Asia,Singapore,London Cars,5,87723,438615,New,Sedan,Petrol,White
2023-09-18,AMG G 63,Asia,Japan,Berlin Auto,2,219098,438196,Returning,SUV,Petrol,White
2024-04-12,AMG GT 63,Europe,Germany,Rome Motors,5,189515,947575,Returning,Sedan,Petrol,Red
2024-09-06,SLS AMG,Europe,UK,London Cars,4,255572,1022288,New,Supercar,Petrol,White
2023-07-27,CLS 63,USA,USA,Hamburg Auto,3,86193,258579,Returning,Sedan,Petrol,Red
2024-02-24,AMG GT 63,USA,USA,Hamburg Auto,5,184583,922915,Returning,Sedan,Petrol,White
2023-07-22,AMG G 63,Asia,India,Berlin Auto,1,213503,213503,New,SUV,Petrol,Silver
2023-06-15,SLS AMG,Europe,France,Chicago Auto,5,264379,1321895,Returning,Supercar,Petrol,Black
2024-09-19,CLS 63,Europe,Italy,Houston Wheels,5,102149,510745,Returning,Sedan,Petrol,Blue
2024-06-14,SLS AMG,Europe,UK,Paris Auto,5,237187,1185935,New,Supercar,Petrol,Black
2023-09-22,AMG G 63,Europe,UK,London Cars,5,191708,958540,Returning,SUV,Petrol,Silver
2023-02-15,SLS AMG,Europe,France,Houston Wheels,5,255735,1278675,New,Supercar,Petrol,Blue
2024-05-25,CLS 63,USA,USA,Mumbai Wheels,5,102919,514595,Returning,Sedan,Petrol,Silver
2023-08-27,SLS AMG,USA,USA,Chicago Auto,1,282527,282527,New,Supercar,Petrol,Red
2024-01-11,SLS AMG,Europe,Italy,Paris Auto,4,239182,956728,Returning,Supercar,Petrol,Silver
2024-08-29,AMG G 63,USA,USA,Singapore Auto,1,210119,210119,Returning,SUV,Petrol,Blue
2023-11-07,AMG G 63,Asia,UAE,Chicago Auto,3,189861,569583,Returning,SUV,Petrol,Silver
2023-03-19,SLS AMG,Asia,Japan,LA Motors,1,241682,241682,Returning,Supercar,Petrol,White
2024-10-01,AMG G 63,Europe,France,Delhi Motors,1,229936,229936,Returning,SUV,Petrol,Silver
2024-08-23,AMG GT 63,USA,USA,Tokyo Motors,1,191809,191809,Returning,Sedan,Petrol,White
2023-03-28,SLS AMG,Europe,Germany,Hamburg Auto,4,239631,958524,New,Supercar,Petrol,White
2024-07-28,SLS AMG,Europe,UK,Singapore Auto,5,269702,1348510,New,Supercar,Petrol,Red
2024-11-30,CLS 63,USA,USA,Houston Wheels,5,101914,509570,Returning,Sedan,Petrol,Blue
2024-06-23,SLS AMG,Asia,Japan,Houston Wheels,5,242846,1214230,Returning,Supercar,Petrol,Blue
2024-05-23,AMG G 63,Europe,UK,Berlin Auto,5,197998,989990,Returning,SUV,Hybrid,Red
2024-06-10,AMG GT 63,USA,USA,Paris Auto,3,162419,487257,New,Sedan,Petrol,Black
2023-05-17,AMG GT 63,Europe,UK,NY Motors,1,186423,186423,New,Sedan,Petrol,Blue
2024-06-15,CLS 63,Asia,Japan,Singapore Auto,4,99188,396752,New,Sedan,Petrol,Blue
2023-07-20,CLS 63,Europe,France,LA Motors,4,98836,395344,New,Sedan,Hybrid,White
2024-01-08,CLS 63,USA,USA,Delhi Motors,5,89370,446850,New,Sedan,Petrol,Red
2023-11-15,AMG G 63,Asia,India,Chicago Auto,1,204704,204704,Returning,SUV,Hybrid,Blue
2024-08-13,AMG G 63,Asia,India,Paris Auto,2,212485,424970,Returning,SUV,Petrol,Red
2023-11-11,CLS 63,USA,USA,Delhi Motors,1,87094,87094,New,Sedan,Hybrid,Silver
2024-03-29,AMG GT 63,Europe,Germany,Houston Wheels,3,185721,557163,New,Sedan,Petrol,Red
2023-03-28,AMG G 63,USA,USA,Rome Motors,3,205042,615126,Returning,SUV,Petrol,Blue
2024-12-11,SLS AMG,Europe,UK,Berlin Auto,3,277330,831990,Returning,Supercar,Petrol,White
2024-04-08,SLS AMG,Asia,UAE,Chicago Auto,4,245009,980036,Returning,Supercar,Petrol,Blue
2023-10-01,SLS AMG,Asia,Singapore,Berlin Auto,2,260906,521812,Returning,Supercar,Hybrid,White
2023-09-21,SLS AMG,USA,USA,NY Motors,2,277667,555334,Returning,Supercar,Petrol,Black
2024-02-11,SLS AMG,Europe,France,Dubai Luxury,5,276214,1381070,New,Supercar,Petrol,White
2024-05-16,CLS 63,USA,USA,NY Motors,1,101795,101795,New,Sedan,Petrol,Blue
2024-03-02,SLS AMG,USA,USA,London Cars,2,274777,549554,New,Supercar,Petrol,Black
2024-01-12,CLS 63,USA,USA,Berlin Auto,5,91785,458925,New,Sedan,Petrol,Blue
2024-01-24,CLS 63,Asia,UAE,Tokyo Motors,4,89791,359164,New,Sedan,Petrol,Red
2024-10-19,CLS 63,Europe,UK,London Cars,5,102070,510350,Returning,Sedan,Hybrid,Red
2023-06-11,AMG G 63,Europe,Italy,Dubai Luxury,2,196911,393822,Returning,SUV,Petrol,Black
2023-12-31,CLS 63,Europe,Germany,Paris Auto,5,90546,452730,Returning,Sedan,Petrol,Silver
2024-09-15,CLS 63,USA,USA,London Cars,4,104233,416932,Returning,Sedan,Petrol,White
2023-09-10,SLS AMG,Europe,Germany,Hamburg Auto,5,283967,1419835,Returning,Supercar,Hybrid,White
2024-01-03,AMG GT 63,Europe,Italy,Hamburg Auto,4,170999,683996,Returning,Sedan,Petrol,Red
2024-10-11,SLS AMG,Asia,Singapore,Rome Motors,2,275251,550502,New,Supercar,Petrol,Red
2023-07-21,SLS AMG,Europe,Germany,Rome Motors,2,242853,485706,Returning,Supercar,Petrol,Black
2023-08-17,CLS 63,Europe,UK,Hamburg Auto,1,89021,89021,Returning,Sedan,Petrol,Black
2023-03-09,CLS 63,USA,USA,Chicago Auto,2,89498,178996,New,Sedan,Petrol,Blue
2023-06-11,CLS 63,Europe,UK,Houston Wheels,3,91836,275508,New,Sedan,Hybrid,Blue
2023-02-11,CLS 63,USA,USA,NY Motors,1,88009,88009,Returning,Sedan,Petrol,Blue
2023-01-24,AMG G 63,Europe,France,Delhi Motors,5,214257,1071285,New,SUV,Petrol,Silver
2024-03-07,AMG G 63,Asia,Japan,Dubai Luxury,1,197042,197042,New,SUV,Petrol,Black
2023-02-03,CLS 63,Europe,Italy,Dubai Luxury,5,85501,427505,New,Sedan,Hybrid,Red
2024-11-22,SLS AMG,Asia,UAE,Berlin Auto,3,277079,831237,Returning,Supercar,Hybrid,Silver
2024-11-16,CLS 63,Europe,France,Hamburg Auto,4,96886,387544,Returning,Sedan,Petrol,Black
2024-05-15,SLS AMG,Europe,France,Houston Wheels,3,253519,760557,Returning,Supercar,Hybrid,Black
2024-02-01,AMG G 63,USA,USA,Dubai Luxury,3,202835,608505,Returning,SUV,Petrol,Blue
2024-03-03,SLS AMG,Europe,France,Singapore Auto,1,249151,249151,Returning,Supercar,Hybrid,Silver
2023-01-11,SLS AMG,USA,USA,Paris Auto,1,258748,258748,New,Supercar,Petrol,Silver
2024-04-16,AMG GT 63,Europe,Italy,NY Motors,4,166553,666212,Returning,Sedan,Petrol,Blue
2023-12-08,AMG GT 63,USA,USA,Berlin Auto,4,179730,718920,Returning,Sedan,Petrol,Blue
2023-04-20,CLS 63,Asia,UAE,Paris Auto,3,86304,258912,Returning,Sedan,Petrol,Red
2024-03-06,SLS AMG,USA,USA,Rome Motors,4,252560,1010240,New,Supercar,Petrol,Red
2023-08-03,CLS 63,USA,USA,NY Motors,3,91785,275355,Returning,Sedan,Petrol,Silver
2024-06-06,AMG G 63,Asia,India,Rome Motors,2,202010,404020,New,SUV,Petrol,Blue
2024-07-21,CLS 63,Asia,Singapore,Singapore Auto,5,95254,476270,New,Sedan,Petrol,Black
2023-02-17,SLS AMG,Asia,Japan,Chicago Auto,4,276655,1106620,Returning,Supercar,Petrol,White
2024-02-01,SLS AMG,USA,USA,Mumbai Wheels,1,263383,263383,New,Supercar,Petrol,Blue
2024-05-23,SLS AMG,Europe,France,LA Motors,4,235371,941484,New,Supercar,Petrol,Silver
2024-08-06,AMG G 63,Asia,UAE,Rome Motors,2,219734,439468,New,SUV,Petrol,Red
2024-10-01,CLS 63,Europe,Italy,NY Motors,1,92489,92489,Returning,Sedan,Petrol,Silver
2023-12-03,AMG G 63,USA,USA,Chicago Auto,3,199494,598482,New,SUV,Hybrid,White
2023-01-05,SLS AMG,USA,USA,NY Motors,1,284823,284823,New,Supercar,Petrol,Black
2024-07-08,AMG GT 63,Asia,Japan,Paris Auto,5,169605,848025,Returning,Sedan,Petrol,White
2023-03-11,SLS AMG,USA,USA,Singapore Auto,5,279978,1399890,New,Supercar,Petrol,White
